Timestamp,Battery Name,Manufacturer,Chemistry,Design Capacity (mWh),Full Charge Capacity (mWh),Cycle Count,State of Health (%)
2026-05-27 23:05:11,L23D4PK4,Sunwoda,LiP,60000,57350,87,95.58
